clean_name,Voto,Fantavoto,Giornata
beukema,7.0,10.0,3
politano,6.5,6.5,3
de bruyne,7.0,10.0,3
zambo anguissa,6.5,7.5,3
lobotka,6.0,6.0,3
elmas,6.0,6.0,3
mctominay,6.5,6.5,3
neres,6.0,6.0,3
hojlund,7.0,10.0,3
lucca,6.0,6.0,3
conte,7.0,7.0,3
suzuki,5.0,3.0,3
valeri,6.0,6.0,3
circati,6.0,6.0,3
delprato,5.5,5.5,3
lovik,6.0,6.0,3
ndiaye,5.5,5.5,3
oristanio,6.0,6.0,3
bernabè,6.5,6.5,3
ordonez c,5.5,5.0,3
sorensen o,5.5,5.5,3
cutrone,5.0,5.0,3
almqvist,5.5,5.5,3
pellegrino m,5.5,5.5,3
cuesta,5.5,5.5,3
semper,6.0,5.0,3
caracciolo a,5.5,5.0,3
mateus lusuardi,6.0,6.0,3
bonfanti,6.5,6.5,3
canestrelli,5.0,5.0,3
angori,5.5,5.5,3
leris,6.0,6.0,3
tramoni m,5.5,5.5,3
aebischer,5.0,5.0,3
akinsanmiro,6.0,6.0,3
tourè i,6.5,6.5,3
nzola,6.0,6.0,3
moreo,5.5,5.5,3
meister,6.0,6.0,3
gilardino,5.0,5.0,3
svilar,6.5,5.5,3
mancini,6.0,6.0,3
ndicka,6.0,6.0,3
angelino,5.5,5.0,3
hermoso,6.0,6.0,3
wesley,5.0,4.5,3
cristante,6.0,6.0,3
el shaarawy,6.0,6.0,3
konè m,5.5,5.5,3
baldanzi,5.5,5.5,3
pisilli,5.5,5.5,3
el aynaoui,6.0,6.0,3
dybala,5.5,5.5,3
soulè,6.5,6.5,3
ferguson e,5.5,5.5,3
gasperini,5.0,5.0,3
muric,7.0,7.0,3
walukiewicz,6.5,6.5,3
doig,6.0,5.5,3
coulibaly w,6.0,6.0,3
idzes,6.5,6.5,3
muharemovic,6.5,7.0,3
matic,6.0,5.5,3
vranckx,5.5,5.0,3
volpato,6.0,5.5,3
konè i,5.5,5.5,3
fadera,7.0,10.0,3
berardi,6.5,6.5,3
pinamonti,6.0,5.5,3
laurientè,6.0,6.0,3
grosso,7.0,7.0,3
israel,6.0,6.0,3
biraghi,6.0,6.0,3
lazaro,6.0,6.0,3
maripan,7.0,7.0,3
ismajli,6.0,5.5,3
coco,6.5,6.5,3
ilic,6.0,6.0,3
vlasic,6.5,6.5,3
asllani,6.5,6.0,3
casadei,6.0,6.0,3
simeone,7.5,10.5,3
ngonge,6.0,7.0,3
adams c,6.0,6.0,3
aboukhlal,6.5,6.0,3
baroni,6.5,6.5,3
sava,5.5,5.5,3
kamara h,6.5,6.0,3
bertola,6.0,6.0,3
ehizibue,5.5,5.5,3
zemura,6.0,6.0,3
kristensen t,7.0,7.0,3
goglichidze,6.0,6.0,3
solet,6.5,6.5,3
zaniolo,5.5,5.5,3
zarraga,6.0,6.0,3
karlstrom,6.0,5.5,3
atta,7.0,7.0,3
piotrowski,6.5,6.5,3
davis k,6.0,6.0,3
bravo,7.0,10.0,3
buksa,6.0,6.0,3
runjaic,7.0,7.0,3
montipò,6.0,6.0,3
bradaric,6.5,6.5,3
frese,6.0,6.0,3
unai nunez,6.5,6.5,3
nelsson,6.0,6.0,3
belghali,6.0,6.0,3
bella-kotchap,6.0,6.0,3
gagliardini,6.0,6.0,3
akpa akpro,6.0,6.0,3
niasse,6.0,6.0,3
serdar,7.0,6.5,3
bernede,6.5,6.5,3
sarr a,6.0,6.0,3
orban g,6.0,6.0,3
giovane,6.0,5.5,3
zanetti,6.5,6.5,3
carnesecchi,7.0,10.0,4
zappacosta,6.5,6.5,4
djimsiti,6.0,6.0,4
bellanova,6.5,6.5,4
kossounou,6.0,6.0,4
hien,6.0,6.0,4
ahanor,6.5,6.5,4
de roon,6.5,6.5,4
pasalic,6.0,6.0,4
samardzic,7.0,8.0,4
sulemana k,7.5,11.5,4
krstovic,7.5,13.5,4
juric,7.5,7.5,4
skorupski,6.5,5.5,4
de silvestri,6.0,6.0,4
zortea,5.5,5.5,4
miranda j,5.5,5.5,4
vitik,6.0,6.0,4
heggem,6.0,6.0,4
bernardeschi,5.5,5.0,4
freuler,6.0,6.0,4
orsolini,6.5,9.5,4
ferguson,6.0,6.0,4
moro n,5.5,5.5,4
cambiaghi,7.0,8.0,4
castro s,7.0,10.0,4
dallinga,6.0,6.0,4
dominguez b,5.5,5.5,4
italiano,6.5,6.5,4
caprile,6.5,5.5,4
luperto,5.5,5.5,4
mina,6.5,6.5,4
zappa,6.0,6.0,4
obert,6.0,5.5,4
palestra,7.0,8.0,4
deiola,6.5,6.5,4
gaetano,6.0,6.0,4
adopo,6.0,6.0,4
folorunsho,6.5,6.5,4
prati,6.0,5.5,4
felici,6.5,6.5,4
belotti,7.5,13.5,4
esposito se,6.5,6.0,4
kilicsoy,6.0,6.0,4
pisacane,7.0,7.0,4
butez,6.0,5.0,4
diego carlos,6.5,6.5,4
vojvoda,5.5,5.0,4
valle,6.0,6.0,4
kempf,7.0,9.5,4
smolcic i,5.5,5.5,4
sergi roberto,6.0,5.5,4
perrone,6.0,6.0,4
paz n,7.0,8.0,4
morata,5.5,5.5,4
douvikas,5.5,5.5,4
addai,7.0,10.0,4
kuhn,6.0,6.0,4
rodriguez je,6.5,6.5,4
fabregas,7.0,7.0,4
audero,6.5,6.5,4
bianchetti,6.0,6.0,4
pezzella giu,6.0,5.5,4
ceccherini,6.0,6.0,4
terracciano f,6.0,6.0,4
baschirotto,6.5,6.5,4
floriani mussolini,6.0,6.0,4
grassi,6.0,6.0,4
vazquez,6.5,6.5,4
bondo,6.0,6.0,4
zerbin,5.5,5.5,4
vandeputte,5.5,5.5,4
sanabria,5.5,5.5,4
johnsen,6.0,6.0,4
moumbagna,5.5,5.5,4
nicola,6.0,6.0,4
de gea,6.0,4.0,4
gosens,5.5,5.5,4
ranieri l,6.0,5.5,4
pongracic,5.5,5.0,4
viti,6.0,6.0,4
dodò,5.5,5.0,4
lamptey,6.0,6.0,4
fortini,6.0,6.0,4
mandragora,7.0,10.0,4
nicolussi caviglia,5.5,5.5,4
fagioli,5.5,5.5,4
sohm,5.5,5.0,4
fazzini,5.5,5.5,4
dzeko,6.0,6.0,4
kean,5.5,5.5,4
piccoli,5.0,5.0,4
pioli,5.0,4.5,4
leali,6.5,4.5,4
martin,6.0,6.0,4
vasquez,6.0,6.0,4
ostigard,6.0,5.5,4
marcandalli,5.5,5.5,4
norton-cuffy,5.5,5.0,4
malinovskyi,6.5,7.5,4
frendrup,6.0,6.0,4
ellertsson,7.0,10.0,4
carboni v,5.0,4.5,4
masini,5.5,5.0,4
colombo,5.5,5.5,4
ekuban,5.5,5.5,4
vitinha o,5.5,5.0,4
ekhator,5.5,5.5,4
vieira p,5.5,4.5,4
martinez jo,6.5,5.5,4
dimarco,7.0,9.5,4
acerbi,6.0,6.0,4
akanji,6.0,6.0,4
dumfries,6.0,6.0,4
carlos augusto,6.5,6.5,4
barella,6.0,6.0,4
calhanoglu,6.0,5.5,4
frattesi,6.0,6.0,4
luis henrique,6.0,6.0,4
sucic p,7.0,8.0,4
martinez l,6.0,6.0,4
thuram,6.0,6.0,4
bonny,6.0,6.0,4
esposito fp,6.5,6.5,4
chivu,6.5,6.5,4
di gregorio,6.5,5.5,4
kalulu,6.0,6.0,4
cambiaso,5.5,5.5,4
gatti,6.0,5.5,4
kelly l,5.5,5.0,4
joao mario,5.0,5.0,4
locatelli,5.5,5.5,4
thuram k,6.0,6.0,4
koopmeiners,5.5,5.0,4
adzic,6.0,6.0,4
conceicao,7.0,10.0,4
vlahovic,5.5,5.5,4
david,6.0,6.0,4
openda,6.0,6.0,4
yildiz,6.0,6.0,4
tudor,6.0,5.5,4
provedel,6.5,5.5,4
romagnoli,6.0,6.0,4
marusic,6.0,6.0,4
pellegrini lu,6.0,6.0,4
tavares n,5.0,5.0,4
gila,5.5,5.0,4
cataldi,6.5,6.5,4
zaccagni,5.5,5.5,4
guendouzi,6.0,5.0,4
rovella,6.0,6.0,4
belahyane,4.5,3.5,4
pedro,6.0,6.0,4
dia,5.0,5.0,4
castellanos,6.0,6.0,4
sarri,5.5,5.5,4
falcone,6.5,4.5,4
gallo,5.0,5.0,4
gaspar k,5.5,5.5,4
tiago gabriel,6.0,8.5,4
kouassi,5.5,5.5,4
ndaba,5.5,5.5,4
sottil,6.5,7.5,4
coulibaly l,6.0,5.5,4
ramadani,5.5,5.5,4
kaba,5.5,5.5,4
pierotti,6.0,6.0,4
tete morente,5.5,5.5,4
sala a,5.5,5.5,4
camarda,6.0,6.0,4
stulic,5.0,5.0,4
di francesco,5.5,5.5,4
terracciano,6.0,6.0,4
gabbia,6.0,6.0,4
tomori,6.5,6.5,4
pavlovic,6.5,6.5,4
estupinan,6.5,6.5,4
de winter,6.0,6.0,4
rabiot,7.0,8.0,4
pulisic,8.5,15.5,4
modric,7.0,7.0,4
loftus-cheek,6.5,6.5,4
fofana y,7.0,10.0,4
saelemaekers,7.0,7.0,4
ricci s,6.0,6.0,4
nkunku,6.0,6.0,4
gimenez,5.5,5.5,4
allegri,7.0,7.0,4
meret,6.5,4.5,4
spinazzola,7.5,11.0,4
buongiorno,6.5,6.5,4
di lorenzo,5.0,5.0,4
beukema,5.0,5.0,4
politano,6.5,6.5,4
de bruyne,5.5,5.5,4
zambo anguissa,6.0,6.0,4
lobotka,6.0,6.0,4
elmas,5.5,5.5,4
mctominay,6.5,7.5,4
gilmour,7.0,10.0,4
hojlund,5.5,5.5,4
lucca,7.0,10.0,4
conte,6.0,6.0,4
suzuki,6.0,6.0,4
valeri,6.0,6.0,4
circati,6.5,6.5,4
delprato,6.0,6.0,4
ndiaye,6.0,6.0,4
oristanio,6.0,6.0,4
bernabè,6.5,6.5,4
keita m,6.0,6.0,4
sorensen o,5.5,5.5,4
cutrone,5.5,5.5,4
almqvist,6.0,6.0,4
pellegrino m,6.0,6.0,4
cuesta,6.0,6.0,4
semper,5.5,2.5,4
cuadrado,6.0,6.0,4
caracciolo a,6.0,5.5,4
mateus lusuardi,5.5,5.0,4
bonfanti,5.0,5.0,4
canestrelli,5.5,5.5,4
angori,6.5,7.5,4
leris,6.0,6.0,4
tramoni m,5.5,5.5,4
aebischer,6.0,6.0,4
akinsanmiro,6.0,6.0,4
marin m,5.0,5.0,4
lorran,6.5,9.5,4
nzola,7.0,10.0,4
moreo,5.5,5.5,4
meister,5.5,5.5,4
gilardino,6.0,5.5,4
svilar,6.0,6.0,4
mancini,6.0,6.0,4
ndicka,6.0,5.5,4
celik,6.5,6.5,4
angelino,6.0,6.0,4
rensch,7.0,7.0,4
pellegrini lo,7.0,10.0,4
cristante,6.0,6.0,4
konè m,7.0,7.0,4
baldanzi,6.0,6.0,4
pisilli,6.0,6.0,4
soulè,6.5,7.5,4
ferguson e,6.0,6.0,4
dovbyk,5.5,5.5,4
gasperini,6.5,6.5,4
muric,7.0,5.0,4
doig,6.0,6.0,4
coulibaly w,4.5,4.5,4
idzes,6.0,6.0,4
muharemovic,5.0,2.5,4
matic,5.5,5.5,4
vranckx,6.0,6.0,4
volpato,6.0,6.0,4
thorstvedt,6.0,6.0,4
konè i,6.5,6.5,4
fadera,6.0,6.0,4
berardi,6.5,7.5,4
pinamonti,6.0,6.0,4
laurientè,6.0,6.0,4
cheddira,6.5,9.5,4
grosso,5.5,5.5,4
israel,6.0,3.0,4
biraghi,5.0,5.0,4
lazaro,5.0,5.0,4
maripan,4.5,4.5,4
ismajli,5.0,5.0,4
coco,5.0,5.0,4
tameze,6.0,6.0,4
ilic,5.5,5.5,4
vlasic,5.5,5.5,4
asllani,5.0,5.0,4
casadei,5.5,5.5,4
zapata d,5.0,2.0,4
simeone,6.0,6.0,4
adams c,5.5,5.5,4
aboukhlal,5.5,5.5,4
baroni,4.0,4.0,4
sava,5.0,2.0,4
zanoli,6.0,6.0,4
ehizibue,5.0,5.0,4
zemura,5.0,4.5,4
kristensen t,5.0,5.0,4
rui modesto,5.5,5.5,4
solet,5.5,5.5,4
zaniolo,6.0,6.0,4
zarraga,5.0,5.0,4
karlstrom,4.5,4.5,4
ekkelenkamp,5.0,5.0,4
atta,6.0,5.5,4
davis k,5.5,5.5,4
bravo,5.5,5.5,4
buksa,5.5,5.5,4
runjaic,4.5,4.5,4
montipò,6.5,5.5,4
bradaric,6.0,6.0,4
frese,6.5,6.5,4
unai nunez,6.5,6.5,4
nelsson,6.5,6.5,4
belghali,7.0,7.0,4
akpa akpro,5.5,5.0,4
serdar,6.5,6.5,4
bernede,5.5,5.0,4
sarr a,6.0,6.0,4
orban g,7.5,10.0,4
giovane,6.0,6.0,4
zanetti,6.5,6.5,4
carnesecchi,6.5,5.5,5
zappacosta,6.0,5.5,5
djimsiti,6.0,6.0,5
bellanova,6.5,6.5,5
kossounou,5.0,5.0,5
ahanor,6.5,6.5,5
de roon,5.5,4.5,5
pasalic,6.0,6.0,5
samardzic,6.5,6.5,5
musah,6.0,6.0,5
sulemana k,7.5,10.5,5
de ketelaere,6.0,6.0,5
krstovic,5.5,5.5,5
juric,6.0,6.0,5
skorupski,6.5,4.5,5
miranda j,5.0,5.0,5
holm,6.5,7.5,5
lucumì,5.5,5.5,5
heggem,6.0,6.0,5
bernardeschi,5.0,4.5,5
orsolini,6.5,9.5,5
odgaard,7.0,10.0,5
ferguson,6.0,6.0,5
moro n,6.0,6.0,5
fabbian,5.0,5.0,5
rowe,6.5,6.5,5
cambiaghi,6.0,6.0,5
castro s,6.0,6.0,5
dallinga,6.0,5.5,5
italiano,5.5,5.5,5
caprile,6.5,4.5,5
luperto,5.5,5.5,5
mina,5.5,5.5,5
obert,5.5,5.5,5
palestra,6.0,6.0,5
idrissi r,6.0,6.0,5
zè pedro,5.5,5.5,5
deiola,6.0,6.0,5
gaetano,6.0,6.0,5
adopo,5.5,5.5,5
folorunsho,6.0,6.0,5
prati,6.0,6.0,5
felici,6.0,6.0,5
belotti,6.0,6.0,5
esposito se,6.0,6.0,5
borrelli,6.0,6.0,5
pisacane,5.5,5.5,5
butez,6.0,5.0,5
diego carlos,6.0,6.0,5
posch,6.0,6.0,5
valle,6.0,6.0,5
ramon,6.0,5.5,5
kempf,5.5,5.5,5
sergi roberto,6.0,6.0,5
caqueret,6.0,6.0,5
da cunha,6.0,5.5,5
perrone,6.0,5.5,5
paz n,7.0,10.0,5
douvikas,6.5,6.5,5
addai,5.5,5.5,5
kuhn,5.5,5.5,5
rodriguez je,5.0,5.0,5
fabregas,5.5,5.0,5
silvestri,6.5,5.5,5
bianchetti,6.5,6.5,5
pezzella giu,6.0,6.0,5
terracciano f,5.5,5.5,5
baschirotto,7.0,9.5,5
floriani mussolini,6.0,5.5,5
grassi,6.0,6.0,5
vazquez,6.5,7.5,5
bondo,6.5,6.5,5
zerbin,5.5,5.5,5
payero,5.5,5.0,5
vandeputte,6.0,6.0,5
sanabria,6.0,5.5,5
bonazzoli,6.0,6.0,5
johnsen,5.5,5.5,5
nicola,6.5,6.5,5
de gea,6.0,6.0,5
gosens,6.0,6.0,5
ranieri l,6.0,6.0,5
marì,5.5,5.5,5
pongracic,6.0,6.0,5
dodò,5.0,5.0,5
mandragora,5.5,5.5,5
nicolussi caviglia,5.5,5.5,5
gudmundsson a,5.0,5.0,5
fazzini,6.0,6.0,5
kean,5.5,5.0,5
piccoli,6.0,6.0,5
pioli,5.5,5.5,5
leali,6.0,3.0,5
martin,5.5,5.5,5
vasquez,5.0,4.5,5
ostigard,4.5,4.0,5
norton-cuffy,5.0,4.5,5
malinovskyi,5.5,5.0,5
frendrup,5.0,5.0,5
ellertsson,5.5,5.5,5
carboni v,5.5,5.5,5
masini,5.5,5.0,5
stanciu,5.5,5.5,5
colombo,5.0,5.0,5
ekuban,5.5,5.5,5
vitinha o,5.5,5.5,5
ekhator,5.5,5.5,5
vieira p,4.5,4.5,5
martinez jo,6.0,6.0,5
dimarco,7.0,8.0,5
de vrij,6.0,6.0,5
bastoni,7.0,8.0,5
akanji,6.5,6.5,5
dumfries,6.0,6.0,5
carlos augusto,6.0,5.5,5
barella,6.5,6.0,5
calhanoglu,6.5,6.5,5
mkhitaryan,6.5,6.5,5
frattesi,6.0,6.0,5
luis henrique,6.0,6.0,5
martinez l,7.0,10.0,5
thuram,6.5,6.5,5
esposito fp,7.0,10.0,5
chivu,7.0,7.0,5
di gregorio,6.0,5.0,5
bremer,5.5,5.5,5
kalulu,6.5,6.5,5
cambiaso,6.0,6.0,5
gatti,5.5,5.5,5
cabal,7.0,10.0,5
kelly l,6.0,6.0,5
joao mario,6.0,7.0,5
mckennie,6.0,6.0,5
thuram k,5.5,5.5,5
koopmeiners,6.0,6.0,5
zhegrova,6.5,6.5,5
adzic,5.0,5.0,5
vlahovic,5.5,5.5,5
openda,5.0,5.0,5
yildiz,6.0,6.0,5
tudor,5.5,5.5,5
provedel,6.5,6.5,5
hysaj,6.0,6.0,5
romagnoli,6.5,6.5,5
marusic,6.5,7.5,5
pellegrini lu,6.5,6.5,5
tavares n,6.0,6.0,5
gila,6.5,6.5,5
cataldi,6.0,5.5,5
zaccagni,7.0,10.0,5
basic,6.0,6.0,5
cancellieri,7.5,10.5,5
dia,6.0,6.0,5
castellanos,7.5,11.5,5
sarri,7.5,7.5,5
falcone,6.5,4.5,5
gallo,6.5,6.0,5
gaspar k,6.0,5.5,5
tiago gabriel,5.5,5.5,5
veiga d,6.0,6.0,5
kouassi,5.0,5.0,5
ndaba,6.0,6.0,5
coulibaly l,7.5,10.5,5
berisha m,6.5,7.5,5
ramadani,6.0,5.5,5
pierotti,6.5,6.5,5
tete morente,6.5,6.5,5
banda,6.0,6.0,5
camarda,7.0,9.5,5
ndri,6.0,6.0,5
stulic,5.5,5.5,5
di francesco,6.5,6.5,5
maignan,7.0,6.0,5
gabbia,6.0,6.0,5
tomori,5.5,5.5,5
pavlovic,6.5,6.5,5
estupinan,5.0,4.0,5
de winter,6.0,6.0,5
bartesaghi,6.0,6.0,5
athekame,5.5,5.5,5
rabiot,6.5,6.0,5
pulisic,8.0,12.0,5
modric,7.0,7.0,5
loftus-cheek,6.0,6.0,5
fofana y,6.5,7.5,5
saelemaekers,7.0,10.0,5
leao,5.5,5.5,5
gimenez,5.5,5.5,5
allegri,7.0,7.0,5
meret,6.0,4.0,5
juan jesus,5.5,5.5,5
di lorenzo,6.0,6.0,5
gutierrez,5.5,5.5,5
marianucci,4.5,4.5,5
politano,6.0,6.0,5
de bruyne,6.5,9.5,5
zambo anguissa,5.5,5.5,5
lobotka,6.0,6.0,5
elmas,6.0,6.0,5
mctominay,6.0,6.0,5
neres,6.5,6.5,5
hojlund,5.5,5.5,5
lucca,5.5,5.5,5
lang,6.0,6.0,5
conte,5.0,5.0,5
suzuki,6.0,5.0,5
valeri,7.0,8.0,5
circati,6.5,6.5,5
delprato,6.0,5.5,5
ndiaye,5.5,5.0,5
britschgi,6.0,6.0,5
oristanio,5.0,5.0,5
bernabè,6.0,6.0,5
keita m,6.0,6.0,5
cutrone,5.5,5.5,5
benedyczak,6.0,6.0,5
pellegrino m,7.5,13.0,5
cuesta,7.0,7.0,5
semper,6.0,6.0,5
cuadrado,6.5,6.5,5
caracciolo a,6.0,6.0,5
bonfanti,6.5,6.5,5
canestrelli,6.0,6.0,5
leris,5.5,5.5,5
tramoni m,5.5,5.5,5
aebischer,6.0,6.0,5
akinsanmiro,6.5,6.5,5
tourè i,6.5,6.5,5
hojholt,6.0,6.0,5
marin m,6.0,6.0,5
vural,6.0,6.0,5
nzola,6.0,6.0,5
meister,6.0,6.0,5
gilardino,6.5,6.5,5
svilar,7.0,7.0,5
mancini,6.0,6.0,5
ndicka,5.5,5.5,5
celik,6.5,7.5,5
angelino,6.0,6.0,5
hermoso,6.0,6.0,5
tsimikas,6.0,6.0,5
wesley,5.5,5.5,5
ziolkowski,6.0,6.0,5
pellegrini lo,6.0,6.0,5
cristante,6.0,6.0,5
konè m,6.5,6.5,5
soulè,6.5,9.5,5
ferguson e,6.0,6.0,5
dovbyk,7.0,10.0,5
gasperini,6.5,6.5,5
muric,6.0,5.0,5
walukiewicz,6.5,6.5,5
doig,6.0,6.0,5
idzes,6.0,6.0,5
muharemovic,5.5,5.5,5
matic,6.5,6.5,5
vranckx,6.0,6.0,5
thorstvedt,6.0,6.0,5
konè i,7.0,10.0,5
fadera,6.5,7.5,5
iannoni,7.0,10.0,5
berardi,7.0,8.0,5
pinamonti,6.0,6.0,5
laurientè,7.5,11.5,5
grosso,7.0,7.0,5
israel,6.0,4.0,5
biraghi,5.5,5.5,5
lazaro,6.0,6.0,5
maripan,5.5,5.5,5
ismajli,5.5,5.5,5
nkounkou,6.0,5.5,5
coco,6.5,7.5,5
tameze,6.0,6.0,5
vlasic,5.0,5.0,5
asllani,6.0,6.0,5
casadei,5.5,5.5,5
simeone,5.5,5.5,5
ngonge,7.5,10.0,5
baroni,5.5,5.0,5
sava,6.0,3.0,5
zanoli,5.5,5.5,5
ehizibue,5.5,5.0,5
zemura,5.5,5.5,5
kristensen t,5.0,5.0,5
palma,4.5,4.5,5
solet,6.0,6.0,5
zaniolo,6.0,5.5,5
karlstrom,5.5,5.5,5
ekkelenkamp,6.0,6.0,5
atta,6.0,6.0,5
piotrowski,5.0,4.5,5
miller l,6.0,6.0,5
davis k,7.0,10.0,5
gueye,6.0,6.0,5
runjaic,5.0,5.0,5
montipò,6.5,4.5,5
bradaric,6.0,6.0,5
frese,6.0,6.0,5
unai nunez,5.5,5.0,5
nelsson,5.0,5.0,5
belghali,6.5,6.0,5
gagliardini,5.5,5.0,5
akpa akpro,5.5,5.0,5
serdar,5.5,5.5,5
bernede,6.0,6.0,5
sarr a,5.5,5.5,5
orban g,5.0,5.0,5
giovane,5.0,5.0,5
zanetti,5.5,5.5,5
carnesecchi,6.5,5.5,6
zappacosta,6.0,6.0,6
djimsiti,6.0,5.5,6
hien,7.0,7.0,6
ahanor,6.5,6.5,6
bernasconi,6.0,6.0,6
pasalic,6.0,6.0,6
maldini,6.0,6.0,6
brescianini,6.0,6.0,6
samardzic,7.0,10.0,6
musah,6.0,6.0,6
ederson ds,6.0,6.0,6
lookman,5.5,5.5,6
sulemana k,6.0,6.0,6
krstovic,6.0,6.0,6
juric,6.0,6.0,6
skorupski,6.0,6.0,6
zortea,6.0,6.0,6
miranda j,6.5,6.5,6
lucumì,6.5,6.5,6
heggem,6.5,6.5,6
bernardeschi,6.0,6.0,6
freuler,6.5,6.5,6
orsolini,7.0,10.0,6
odgaard,6.5,9.5,6
pobega,6.0,6.0,6
moro n,7.0,10.0,6
fabbian,6.0,6.0,6
rowe,6.5,6.5,6
cambiaghi,8.0,12.0,6
dallinga,6.0,7.0,6
dominguez b,6.0,6.0,6
italiano,7.0,7.0,6
caprile,7.0,6.0,6
mina,6.0,6.0,6
di pardo,5.5,5.5,6
obert,6.0,5.5,6
palestra,5.5,5.5,6
zè pedro,5.0,5.0,6
deiola,5.5,5.5,6
adopo,6.0,6.0,6
folorunsho,6.0,6.0,6
prati,6.0,6.0,6
felici,5.5,5.0,6
esposito se,5.5,5.5,6
luvumbo,6.0,6.0,6
borrelli,7.0,10.0,6
pisacane,6.0,6.0,6
butez,6.0,5.0,6
diego carlos,6.5,6.0,6
vojvoda,6.0,6.0,6
valle,6.0,6.0,6
ramon,5.5,5.5,6
smolcic i,5.5,5.0,6
caqueret,6.0,6.0,6
da cunha,6.0,6.0,6
perrone,7.0,10.0,6
paz n,6.0,6.0,6
baturina,5.0,5.0,6
morata,5.5,5.5,6
douvikas,5.5,5.5,6
addai,6.0,5.5,6
fabregas,6.0,6.0,6
silvestri,6.5,2.5,6
